var_type,format,voice_type_desc,voice_type_desc.1,voice,group,cost
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,4
numero_operazioni,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,1
numero_operazioni,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,32
numero_operazioni,online,carta di credito,carta di credito,Carta di credito,pensionati_media,1
numero_operazioni,online,carta di credito,carta di credito,invio estratto conto,pensionati_media,12
numero_operazioni,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,0
numero_operazioni,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,0
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,10
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,24
numero_operazioni,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,2
numero_operazioni,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,0
numero_operazioni,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,0
numero_operazioni,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,12
numero_operazioni,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,0
numero_operazioni,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,6
numero_operazioni,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,3
numero_operazioni,online,total,total,Totale,pensionati_media,189
isc,online,base,base,Canone,pensionati_media,24
isc,online,base,base,Nowbanking Privati,pensionati_media,0
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento allo sportello,pensionati_media,0
isc,online,gestione della liquidità,gestione della liquidità,Richiesta elenco movimento online,pensionati_media,4
isc,online,gestione della liquidità,gestione della liquidità,Prelievo contante sportello > 500 €,pensionati_media,0
isc,online,gestione della liquidità,gestione della liquidità,Versamento in contante e assegni,pensionati_media,0
isc,online,gestione della liquidità,gestione della liquidità,Comunicazione Trasparenza,pensionati_media,0
isc,online,gestione della liquidità,gestione della liquidità,Invio estratto conto,pensionati_media,0
isc,online,carta di debito,carta di debito,Canone carta di debito,pensionati_media,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM banca del gruppo,pensionati_media,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altra banca,pensionati_media,0
isc,online,carta di debito,carta di debito,Prelievo presso ATM altri Paesi UE,pensionati_media,0
isc,online,operazioni pagamento con carta debito,operazioni pagamento con carta debito,Operazioni,pensionati_media,0
isc,online,carta di credito,carta di credito,Carta di credito,pensionati_media,30.99
isc,online,carta di credito,carta di credito,invio estratto conto,pensionati_media,0
isc,online,carta prepagata,carta prepagata,Carta Prepagata,pensionati_media,0
isc,online,carta prepagata,carta prepagata,Ricarica carta pregata,pensionati_media,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti con assegni,pensionati_media,3.5
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Domiciliazione utenze,pensionati_media,0
isc,online,"assegni, utenze, imposte","assegni, utenze, imposte",Pagamenti tasse ed imposte,pensionati_media,0
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Rata mutuo - addebito in c/c,pensionati_media,0
isc,online,pagamenti ricorrenti,pagamenti ricorrenti,Finanziamento rate acquisti - addebito in c/c,pensionati_media,0
isc,online,bonifici,bonifici,Accredito stipendio/pensione,pensionati_media,0
isc,online,bonifici,bonifici,Bonifici vs Italia allo sportello,pensionati_media,0
isc,online,bonifici,bonifici,Bonifici vs Italia online,pensionati_media,3
isc,online,bonifici,bonifici,Pagamenti ricevuti tramite bonifico,pensionati_media,0
isc,online,total,total,Totale,pensionati_media,65.49
